datetime,x,y,N2O_ppb,comment,hour,transect
2019-03-29 10:57:02+00:00,6.30464665,53.2814333,0.38700000000000045,12,11,1
2019-03-29 10:57:02.500000+00:00,6.304675,53.2815583,0.5349999999999682,12,11,1
2019-03-29 10:57:03+00:00,6.30469335,53.2815583,0.6220000000000141,12,11,1
2019-03-29 10:57:03.500000+00:00,6.3047117,53.2816833,0.6220000000000141,12,11,1
2019-03-29 10:57:04+00:00,6.304717500000001,53.2816833,0.5999999999999659,12,11,1
2019-03-29 10:57:04.500000+00:00,6.3047233,53.2818117,0.6589999999999918,12,11,1
2019-03-29 10:57:05+00:00,6.30471915,53.2818117,0.5509999999999877,12,11,1
2019-03-29 10:57:05.500000+00:00,6.304715,53.2819367,,12,11,1
2019-03-29 10:57:06+00:00,6.304702499999999,53.2819367,0.41100000000000136,12,11,1
2019-03-29 10:57:06.500000+00:00,6.30469,53.28206,0.3809999999999718,12,11,1
2019-03-29 10:57:07+00:00,6.3046691500000005,53.28206,0.39299999999997226,12,11,1
2019-03-29 10:57:07.500000+00:00,6.3046483,53.282175,0.28899999999998727,12,11,1
2019-03-29 10:57:08+00:00,6.3046183,53.282175,0.3129999999999882,12,11,1
2019-03-29 10:57:08.500000+00:00,6.3045883,53.2822883,0.25799999999998136,12,11,1
2019-03-29 10:57:09+00:00,6.304555,53.2822883,0.33899999999999864,12,11,1
2019-03-29 10:57:09.500000+00:00,6.3045217,53.282395,0.34300000000001774,12,11,1
2019-03-29 10:57:10+00:00,6.3044533,53.2825,0.3709999999999809,12,11,1
2019-03-29 10:57:11+00:00,6.304406633333333,53.2825,0.228999999999985,12,11,1
2019-03-29 10:57:11.500000+00:00,6.3043833,53.2826,0.2909999999999968,12,11,1
2019-03-29 10:57:12+00:00,6.3043499999999995,53.2826,0.7479999999999905,12,11,1
2019-03-29 10:57:12.500000+00:00,6.3043167,53.2826983,1.228999999999985,12,11,1
2019-03-29 10:57:13+00:00,6.30428335,53.2826983,1.4119999999999777,12,11,1
2019-03-29 10:57:13.500000+00:00,6.30425,53.2827967,1.224999999999966,12,11,1
2019-03-29 10:57:14+00:00,6.30422,53.2827967,0.8029999999999973,12,11,1
2019-03-29 10:57:14.500000+00:00,6.30419,53.282895,0.5600000000000023,12,11,1
2019-03-29 10:57:15+00:00,6.3041599999999995,53.282895,0.37299999999999045,12,11,1
2019-03-29 10:57:15.500000+00:00,6.30413,53.2829917,0.2459999999999809,12,11,1
2019-03-29 10:57:16+00:00,6.30409835,53.2829917,0.1490000000000009,12,11,1
2019-03-29 10:57:16.500000+00:00,6.3040667,53.283085,0.10199999999997544,12,11,1
2019-03-29 10:57:17+00:00,6.3040342,53.283085,0.004000000000019099,12,11,1
2019-03-29 10:57:17.500000+00:00,6.3040017,53.28318,0.05099999999998772,12,11,1
2019-03-29 10:57:18+00:00,6.30397,53.28318,0.08299999999996999,12,11,1
2019-03-29 10:57:18.500000+00:00,6.3039383,53.2832733,0.031999999999982265,12,11,1
2019-03-29 10:57:19+00:00,6.303905800000001,53.2832733,0.09800000000001319,12,11,1
2019-03-29 10:57:19.500000+00:00,6.3038733,53.2833683,0.05500000000000682,12,11,1
2019-03-29 10:57:20+00:00,6.3038408,53.2833683,0.08299999999996999,12,11,1
2019-03-29 10:57:20.500000+00:00,6.3038083,53.2834617,0.09899999999998954,12,11,1
